Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
A board-style item asks which proponent is correctly matched with the theory. Which option is correct?,Bowlby -- operant conditioning,Ainsworth -- attachment patterns,Marcia -- psychosexual stages,Schaie -- ecological systems theory,2,Ainsworth is correctly associated with attachment patterns through her work on the Strange Situation.,Medium,Developmental Psychology,Chapter 4,Chapter 4 Set 4
Which theorist is most associated with adult cognitive development as involving life-span stages of use of intellect?,Schaie,Skinner,Watson,Gesell,1,Schaie is associated with a life-span model describing changing uses of intellect across adulthood.,Medium,Developmental Psychology,Chapter 4,Chapter 4 Set 4
A psychologist handling an online assessment session notices repeated connectivity problems during a timed test. The most ethical action is to:,ignore the interruptions because standardization must never be adjusted,continue and interpret scores as fully comparable,"document the problem, inform the client of its implications, and qualify interpretation as needed",delete the session and provide no explanation,3,"Ethical teleassessment requires documenting disruptions, informing the client, and interpreting results cautiously when standardization is compromised. DEVELOPMENTAL PSYCHOLOGY EXAM 5",Medium,Developmental Psychology,Chapter 4,Chapter 4 Set 4
Which statement best reflects the life-span perspective in developmental psychology?,Development ends when biological maturity is reached.,Development is shaped only by hereditary factors.,Development involves both gains and losses across the entire life span.,Development follows a fixed universal sequence unaffected by culture.,3,The life-span perspective emphasizes that development is lifelong and includes both growth and decline across different domains.,Medium,Developmental Psychology,Chapter 5,Chapter 5 Set 5
"A developmental psychologist studies how retirement affects identity, health behavior, and family roles. This work best illustrates which principle?",Development is limited to childhood,Development is multidimensional and multidirectional,Development is exclusively cognitive,Development is determined primarily by maturation,2,"The example involves multiple domains (identity, health, family roles), demonstrating that development occurs across various dimensions and directions.",Medium,Developmental Psychology,Chapter 5,Chapter 5 Set 5
"A child enters school during a nationwide economic crisis that affects nutrition, stress, and academic opportunity. This is best classified as a:",normative age-graded influence,normative history-graded influence,nonnormative influence,maturational influence,2,A widespread event affecting a large group at a particular historical time is a normative history-graded influence.,Medium,Developmental Psychology,Chapter 5,Chapter 5 Set 5
Which of the following is the best example of a nonnormative influence?,Pubertal onset,Entering Grade 1,Menopause,Surviving a major earthquake that destroyed one's home,4,Nonnormative influences are irregular and uncommon events that affect individuals in unique ways.,Medium,Developmental Psychology,Chapter 5,Chapter 5 Set 5
"In Piaget's theory, cognitive growth occurs partly because children:",are conditioned by reinforcement schedules,resolve unconscious conflicts,actively construct understanding through assimilation and accommodation,imitate adult behavior without restructuring thought,3,Piaget emphasized active construction of knowledge through assimilation and accommodation processes.,Medium,Developmental Psychology,Chapter 5,Chapter 5 Set 5
Vygotsky would most likely emphasize that children learn best when:,they are left to discover everything independently,tasks are slightly beyond their current ability and guided by a more competent other,rewards are withheld until mastery occurs,biological maturation is complete before instruction begins,2,Vygotsky's concept of the zone of proximal development highlights guided learning with assistance from more knowledgeable individuals.,Medium,Developmental Psychology,Chapter 5,Chapter 5 Set 5
"In developmental research, which design is most vulnerable to cohort effects?",Longitudinal,Cross-sectional,Sequential,Experimental,2,"Cross-sectional designs compare different age groups at one time, making them susceptible to cohort differences.",Medium,Developmental Psychology,Chapter 5,Chapter 5 Set 5
Which statement most accurately distinguishes critical and sensitive periods?,Both terms refer only to prenatal growth.,"A critical period is an exact age when learning must occur, whereas a sensitive period is a time of heightened responsiveness.",Sensitive periods apply only to language.,Critical periods can be extended indefinitely through training.,2,"Critical periods are narrow and essential, while sensitive periods are broader windows of optimal learning.",Medium,Developmental Psychology,Chapter 5,Chapter 5 Set 5
Which perspective would be most likely to explain behavior in terms of unconscious motivation and early experience?,Psychoanalytic,Information-processing,Behaviorist,Evolutionary,1,Psychoanalytic theory focuses on unconscious processes and early developmental experiences.,Medium,Developmental Psychology,Chapter 5,Chapter 5 Set 5
